,Class
9280,1.0
16846,0.0
17661,0.0
4763,1.0
15734,0.0
12254,1.0
15550,1.0
14932,0.0
3518,1.0
14092,1.0
3834,1.0
12483,1.0
4709,0.0
3308,0.0
6292,0.0
17149,0.0
5441,0.0
8489,1.0
15547,0.0
16396,0.0
16495,0.0
13219,0.0
16193,0.0
14652,0.0
5089,0.0
9240,0.0
896,0.0
13774,0.0
1226,0.0
639,1.0
6409,1.0
11261,1.0
4755,0.0
8900,0.0
6956,1.0
6111,1.0
6762,0.0
9104,1.0
9134,1.0
16837,0.0
4861,0.0
2322,1.0
6267,1.0
10362,0.0
3797,1.0
3905,1.0
3561,0.0
9305,1.0
3443,1.0
9736,1.0
439,1.0
13908,0.0
7703,1.0
313,1.0
8981,0.0
14085,1.0
2789,0.0
6269,1.0
1181,1.0
11290,1.0
62,1.0
10805,1.0
5423,1.0
13207,0.0
1460,0.0
4245,1.0
5359,1.0
4255,1.0
11749,0.0
11317,0.0
9017,0.0
7337,1.0
2595,0.0
3686,1.0
14382,0.0
1396,1.0
4201,1.0
3890,0.0
4168,0.0
597,1.0
5621,0.0
9460,1.0
8972,0.0
17123,0.0
5640,1.0
4850,0.0
3300,1.0
1994,0.0
15247,0.0
3033,1.0
15595,0.0
2095,0.0
3221,1.0
12054,1.0
3797,1.0
3857,1.0
4460,1.0
6602,1.0
14350,0.0
11717,1.0
1830,0.0
12774,1.0
14901,0.0
3475,1.0
5839,1.0
1485,1.0
6089,1.0
6912,1.0
15593,0.0
17387,0.0
1818,1.0
3648,0.0
4930,0.0
684,1.0
15318,0.0
7345,1.0
3832,0.0
2079,1.0
10283,0.0
1215,1.0
6691,1.0
16293,1.0
247,1.0
28,1.0
15249,0.0
4148,1.0
806,0.0
11137,0.0
15686,0.0
14782,1.0
12356,1.0
2688,1.0
9894,1.0
9058,0.0
14679,1.0
9719,0.0
986,0.0
540,1.0
6584,1.0
878,1.0
926,0.0
11679,0.0
1004,0.0
16330,0.0
8037,1.0
232,1.0
12374,0.0
2101,1.0
5350,1.0
4347,0.0
3759,1.0
208,1.0
15966,0.0
2799,1.0
14185,0.0
4127,1.0
169,1.0
14529,1.0
5596,1.0
2325,0.0
10047,1.0
5442,1.0
764,1.0
8702,1.0
11974,0.0
7183,1.0
10938,1.0
5342,0.0
3731,0.0
10103,0.0
16560,0.0
13271,0.0
9904,1.0
11276,1.0
2584,1.0
12574,1.0
4503,0.0
3981,1.0
2164,1.0
17313,1.0
2897,1.0
6628,1.0
12462,0.0
12610,0.0
3390,1.0
16573,0.0
968,1.0
15490,0.0
3196,0.0
17300,0.0
8117,0.0
12485,1.0
537,0.0
465,0.0
11451,1.0
4370,1.0
12021,1.0
4238,1.0
15186,0.0
16689,1.0
1959,1.0
4203,0.0
4044,1.0
12204,1.0
795,1.0
3740,1.0
6887,1.0
12835,0.0
15622,0.0
10351,1.0
6662,1.0
13850,1.0
365,1.0
13147,1.0
10203,1.0
3043,1.0
1044,1.0
14955,1.0
2233,0.0
9938,1.0
7387,1.0
14947,0.0
1845,1.0
4279,0.0
3836,1.0
3461,1.0
10478,0.0
10517,0.0
5026,0.0
7332,0.0
5272,0.0
276,0.0
15271,0.0
2693,0.0
6323,1.0
15512,0.0
2750,1.0
14818,1.0
3076,0.0
14467,0.0
7900,1.0
3258,1.0
16616,0.0
4383,0.0
9255,1.0
2462,1.0
1887,0.0
8539,1.0
6830,1.0
10329,1.0
16473,0.0
4177,1.0
2237,0.0
2854,1.0
7454,1.0
746,0.0
10937,1.0
11687,1.0
2454,1.0
15864,0.0
3156,0.0
8078,0.0
8554,1.0
16524,1.0
8483,1.0
2427,1.0
13605,1.0
11094,1.0
8587,1.0
21,1.0
15469,0.0
15285,1.0
5387,1.0
17219,0.0
7724,0.0
1834,0.0
11002,1.0
12301,1.0
5279,1.0
16744,1.0
5134,1.0
3109,0.0
864,0.0
872,1.0
1509,0.0
10063,1.0
15433,0.0
2580,1.0
17505,0.0
14648,0.0
4125,1.0
12992,0.0
2467,0.0
4217,1.0
7104,1.0
5376,1.0
492,0.0
5614,1.0
13133,0.0
1712,0.0
9403,1.0
12139,1.0
16364,1.0
4790,0.0
10714,1.0
2900,0.0
4036,1.0
2529,1.0
12854,0.0
13544,0.0
4258,0.0
9167,1.0
1858,0.0
17315,0.0
4210,0.0
1255,1.0
16930,1.0
10892,1.0
9661,1.0
2123,0.0
2674,0.0
17127,0.0
6119,1.0
450,1.0
3612,0.0
10666,0.0
7067,1.0
338,0.0
16723,0.0
2696,1.0
16506,0.0
4005,1.0
164,0.0
4320,1.0
898,1.0
14197,0.0
7772,1.0
7018,1.0
910,0.0
7262,1.0
615,0.0
9453,1.0
2180,1.0
1842,0.0
34,0.0
12947,0.0
4249,1.0
1077,1.0
8505,1.0
5400,1.0
17566,0.0
17528,0.0
12269,1.0
5159,1.0
8273,1.0
11150,1.0
2990,1.0
1171,1.0
5887,1.0
11482,1.0
5271,1.0
1746,0.0
16596,0.0
12350,1.0
5281,0.0
16851,0.0
14012,0.0
1025,1.0
4719,1.0
12982,1.0
104,1.0
14497,0.0
8634,1.0
13128,0.0
3588,1.0
3744,0.0
7472,0.0
9684,1.0
10433,0.0
3091,1.0
1698,0.0
6814,1.0
1956,1.0
15802,0.0
7441,0.0
14547,0.0
12880,0.0
2305,1.0
14807,1.0
2358,0.0
4665,0.0
15552,0.0
8378,0.0
1731,1.0
5708,0.0
13295,0.0
7177,1.0
16869,0.0
1328,1.0
2125,1.0
11161,0.0
5660,1.0
3977,1.0
733,0.0
5197,1.0
3764,0.0
80,1.0
4562,1.0
2332,0.0
4507,0.0
334,0.0
9570,0.0
11895,1.0
12328,1.0
3715,0.0
2495,1.0
12486,1.0
14234,1.0
2743,1.0
6835,1.0
17565,0.0
17133,0.0
6178,1.0
6248,1.0
834,0.0
13096,0.0
4290,0.0
10456,1.0
5401,1.0
215,0.0
15708,1.0
1362,0.0
4802,0.0
17216,1.0
3155,0.0
107,1.0
821,1.0
14618,0.0
3405,0.0
7717,1.0
12797,0.0
9677,0.0
8950,0.0
6526,0.0
3637,1.0
6388,1.0
3676,1.0
14785,0.0
14805,0.0
1529,0.0
3741,1.0
966,0.0
1099,1.0
961,0.0
456,0.0
929,1.0
7054,1.0
15874,0.0
12436,1.0
10843,1.0
15697,0.0
15767,0.0
13240,0.0
2006,1.0
10792,1.0
11194,0.0
13717,1.0
17297,1.0
521,1.0
3647,0.0
16814,0.0
174,0.0
3524,1.0
13254,1.0
8529,1.0
14701,1.0
1540,1.0
1527,1.0
8593,0.0
1453,0.0
750,0.0
612,0.0
16299,0.0
11682,1.0
15833,1.0
13488,0.0
5176,0.0
15291,0.0
7837,1.0
2031,1.0
13123,1.0
16774,1.0
16240,0.0
17061,0.0
349,0.0
2649,1.0
17651,1.0
2727,0.0
15224,0.0
3737,1.0
2631,0.0
13381,0.0
15240,1.0
1563,0.0
30,0.0
5624,0.0
1986,0.0
3641,0.0
9016,1.0
2756,0.0
3213,0.0
7402,1.0
2005,1.0
13315,1.0
547,1.0
9964,0.0
4722,1.0
8837,0.0
15610,0.0
5966,1.0
8256,1.0
2081,1.0
4087,1.0
4097,1.0
6460,1.0
941,0.0
15979,0.0
10672,1.0
7712,0.0
13826,1.0
441,1.0
14016,0.0
10766,1.0
2858,0.0
173,1.0
16946,1.0
7277,0.0
16923,1.0
15735,0.0
287,0.0
4188,0.0
12964,0.0
7464,1.0
4423,0.0
11623,1.0
2680,1.0
16586,1.0
914,1.0
640,1.0
14657,0.0
17588,1.0
1522,0.0
165,1.0
3908,1.0
5031,1.0
17065,0.0
12075,0.0
3592,1.0
11065,0.0
3906,1.0
15801,0.0
7721,1.0
11020,1.0
12335,1.0
14663,0.0
7093,1.0
10238,0.0
2057,1.0
3959,1.0
2305,1.0
17265,0.0
4554,0.0
13392,1.0
12055,1.0
8389,1.0
11985,0.0
3775,0.0
11911,1.0
5347,1.0
16111,1.0
5362,1.0
4428,1.0
16403,0.0
1897,0.0
261,1.0
14882,0.0
4430,0.0
12040,1.0
16653,0.0
3775,0.0
11073,1.0
217,0.0
15352,1.0
5292,0.0
4222,1.0
16948,1.0
2050,1.0
1616,0.0
3974,1.0
5861,0.0
2827,1.0
9262,0.0
3001,1.0
1804,0.0
2220,1.0
15858,0.0
16066,1.0
14492,0.0
12757,1.0
748,1.0
466,1.0
15351,1.0
8137,1.0
773,1.0
1316,0.0
3598,0.0
395,1.0
12580,0.0
3428,1.0
14812,0.0
4949,1.0
5126,1.0
3399,0.0
1330,1.0
1056,0.0
15933,0.0
17114,0.0
10821,1.0
5718,0.0
2030,1.0
614,1.0
4224,1.0
2058,1.0
16519,0.0
3947,0.0
15541,0.0
7563,0.0
16346,0.0
4072,1.0
1176,1.0
10378,1.0
495,1.0
15416,0.0
2817,0.0
8940,0.0
1471,0.0
13107,0.0
13552,1.0
4099,1.0
7502,1.0
9534,1.0
15588,0.0
4107,0.0
16147,0.0
2289,0.0
1409,0.0
16889,1.0
12493,1.0
8155,1.0
1123,1.0
8206,1.0
11841,1.0
54,1.0
4033,0.0
4286,1.0
53,1.0
3679,0.0
5682,1.0
13041,0.0
7964,0.0
12032,1.0
7855,0.0
2746,0.0
1400,0.0
16710,0.0
15780,0.0
10106,1.0
507,0.0
16933,1.0
11129,1.0
3647,1.0
3335,1.0
17177,1.0
8110,0.0
2474,0.0
15664,0.0
4593,1.0
17520,1.0
1923,0.0
4251,1.0
7162,1.0
13956,0.0
7898,0.0
13772,0.0
6261,1.0
8144,0.0
4590,0.0
12916,0.0
444,1.0
8968,0.0
14436,0.0
9789,0.0
4131,1.0
15771,0.0
218,1.0
1218,0.0
6828,1.0
962,0.0
1457,1.0
2392,1.0
280,0.0
1955,0.0
6322,1.0
6056,1.0
1741,0.0
3757,1.0
13094,1.0
8651,1.0
5963,1.0
15094,0.0
13593,1.0
1346,0.0
64,1.0
14262,0.0
3030,1.0
9485,1.0
2585,1.0
16262,0.0
9608,1.0
4380,1.0
1455,1.0
12586,0.0
2599,0.0
3780,1.0
8826,0.0
1818,0.0
9727,1.0
8255,0.0
17440,0.0
8099,1.0
3099,1.0
14530,1.0
15147,1.0
10547,0.0
3622,1.0
6823,1.0
634,1.0
3009,1.0
16608,1.0
1181,1.0
7081,1.0
3133,1.0
15652,0.0
16148,0.0
9667,1.0
16164,1.0
2690,1.0
6805,1.0
2303,1.0
16966,1.0
1556,1.0
680,1.0
2259,1.0
4170,1.0
1894,0.0
8601,1.0
15223,0.0
2765,1.0
4123,1.0
3216,0.0
8142,0.0
171,0.0
2883,1.0
3206,1.0
14311,0.0
11773,0.0
12022,0.0
14332,0.0
1034,0.0
9334,0.0
15967,0.0
1386,0.0
1296,1.0
8877,0.0
9735,1.0
1476,1.0
12669,1.0
1570,1.0
16488,0.0
16163,0.0
1222,1.0
7361,1.0
8873,1.0
2471,0.0
1498,0.0
11900,0.0
1972,1.0
748,1.0
928,1.0
5982,1.0
2692,1.0
2207,0.0
3057,0.0
13526,0.0
591,0.0
3295,1.0
7509,1.0
851,1.0
207,1.0
1492,0.0
6570,0.0
11608,1.0
14823,0.0
7090,1.0
5266,1.0
12633,0.0
16130,0.0
3137,0.0
9264,0.0
8724,1.0
7557,1.0
13872,0.0
8381,1.0
3326,1.0
5804,0.0
4317,0.0
14671,0.0
8970,0.0
14449,0.0
4683,0.0
16281,1.0
3361,0.0
4281,1.0
7203,1.0
4765,0.0
973,1.0
4213,1.0
14938,0.0
12676,1.0
825,0.0
4147,1.0
996,0.0
2880,0.0
1613,0.0
1850,0.0
16954,1.0
1038,1.0
3240,1.0
1452,1.0
4877,1.0
1514,0.0
2676,1.0
9762,1.0
6609,0.0
5090,1.0
9775,1.0
3331,1.0
8715,1.0
12892,0.0
2257,0.0
1745,0.0
413,0.0
4863,1.0
812,0.0
869,0.0
10427,1.0
16726,0.0
1771,1.0
14851,0.0
3281,0.0
3285,1.0
13632,0.0
8787,0.0
14849,0.0
8598,1.0
12079,1.0
3697,0.0
2122,1.0
16353,1.0
3525,1.0
9212,1.0
16064,1.0
5421,1.0
6725,1.0
5080,0.0
2256,1.0
2559,0.0
3436,0.0
2349,0.0
10303,0.0
3843,1.0
12671,1.0
939,1.0
16697,0.0
11050,0.0
7320,0.0
775,1.0
5295,1.0
4474,1.0
1195,0.0
12281,1.0
16385,1.0
3,1.0
2970,0.0
11507,1.0
2017,1.0
10911,1.0
2794,0.0
3606,0.0
9428,0.0
13441,1.0
4605,1.0
6148,0.0
12444,1.0
14022,0.0
345,1.0
10635,0.0
132,1.0
4277,0.0
4644,0.0
581,1.0
498,1.0
1835,0.0
4827,1.0
6175,1.0
12482,0.0
14050,0.0
15720,0.0
15007,1.0
6325,1.0
619,0.0
719,1.0
12978,0.0
10820,1.0
2216,1.0
1734,1.0
11033,1.0
1839,1.0
7542,0.0
764,1.0
10677,0.0
5925,1.0
11809,1.0
16910,0.0
5067,1.0
6841,1.0
7595,0.0
16035,0.0
2770,0.0
3864,1.0
1954,0.0
14817,0.0
3411,0.0
62,1.0
10092,0.0
8509,0.0
4121,0.0
15666,0.0
1449,1.0
9088,1.0
4302,0.0
4909,1.0
606,1.0
16,1.0
12094,1.0
6413,1.0
5767,1.0
3050,1.0
7729,0.0
3953,0.0
310,0.0
16219,0.0
1150,1.0
2518,0.0
11500,1.0
14677,1.0
2129,0.0
703,0.0
4867,0.0
3675,0.0
3843,1.0
10430,1.0
645,1.0
1112,0.0
15292,1.0
11919,0.0
17595,1.0
638,0.0
8442,0.0
2407,0.0
11537,1.0
16827,0.0
6747,1.0
8890,0.0
14934,0.0
2229,1.0
3585,0.0
13809,0.0
12342,1.0
5613,1.0
2331,1.0
5456,0.0
7880,1.0
7687,0.0
71,1.0
7879,1.0
5769,0.0
1179,0.0
9536,0.0
15054,0.0
1950,0.0
12501,1.0
2011,0.0
14989,0.0
17146,0.0
15846,1.0
16095,0.0
1903,0.0
3148,1.0
15098,1.0
3760,0.0
11883,1.0
6048,1.0
4342,0.0
2958,1.0
1689,1.0
14579,0.0
11521,1.0
17516,1.0
6908,1.0
3306,1.0
10825,1.0
7079,1.0
9116,1.0
945,0.0
13313,0.0
10271,1.0
8892,1.0
1051,0.0
13400,0.0
8064,1.0
14596,0.0
865,1.0
8561,1.0
11301,1.0
16282,1.0
9398,0.0
11760,1.0
1153,1.0
10982,1.0
4314,0.0
6275,1.0
2621,0.0
9354,0.0
17090,1.0
6788,1.0
2475,1.0
6766,1.0
2946,1.0
3574,0.0
3189,1.0
17345,0.0
9873,1.0
1784,1.0
246,0.0
185,0.0
648,0.0
12086,1.0
14335,0.0
16419,0.0
2205,0.0
13763,0.0
17455,0.0
8786,0.0
3483,0.0
13787,0.0
6019,1.0
1029,0.0
12862,1.0
8465,0.0
3926,1.0
5778,1.0
11057,0.0
8732,0.0
5563,0.0
13797,1.0
1361,0.0
5951,1.0
9145,1.0
2780,1.0
4906,0.0
6657,1.0
2342,0.0
16165,1.0
13533,0.0
319,1.0
529,0.0
2370,0.0
8289,0.0
11937,0.0
2632,1.0
13330,1.0
15501,0.0
253,1.0
10790,0.0
304,0.0
4163,1.0
13391,0.0
4537,1.0
14980,0.0
3171,1.0
14796,1.0
466,1.0
11539,1.0
9391,1.0
2832,1.0
4210,0.0
11640,1.0
14321,1.0
5124,0.0
153,1.0
10296,1.0
12302,1.0
11414,1.0
13496,0.0
1261,1.0
11325,1.0
10006,0.0
503,0.0
2321,1.0
11898,1.0
2020,1.0
10991,1.0
568,1.0
15287,1.0
3511,0.0
2708,0.0
4487,1.0
1946,0.0
16080,0.0
7488,1.0
12321,0.0
883,0.0
5808,1.0
2571,0.0
8916,0.0
10377,1.0
11372,1.0
1920,1.0
6264,1.0
12416,1.0
2307,0.0
11844,1.0
17223,1.0
2378,1.0
7763,0.0
3284,1.0
15743,0.0
1139,0.0
11635,1.0
13138,0.0
2591,1.0
8304,1.0
15614,0.0
7804,1.0
7515,1.0
14228,1.0
11371,1.0
159,0.0
1326,0.0
10741,1.0
3901,0.0
2061,1.0
882,1.0
1257,1.0
16407,0.0
4960,1.0
7051,1.0
4884,1.0
563,1.0
10287,0.0
6763,0.0
6616,1.0
10917,1.0
4803,0.0
2347,1.0
6300,1.0
14080,0.0
15109,1.0
6506,1.0
8602,0.0
1167,1.0
11387,1.0
7750,1.0
2059,1.0
244,1.0
15776,1.0
8852,0.0
709,1.0
7076,0.0
10076,1.0
16864,0.0
6340,1.0
17269,1.0
5822,0.0
8621,1.0
4717,0.0
2216,1.0
6995,0.0
1483,0.0
1150,0.0
17643,0.0
6633,1.0
16044,0.0
5445,1.0
10319,0.0
223,1.0
17448,0.0
3508,0.0
8563,1.0
2549,1.0
643,1.0
17399,0.0
14159,0.0
3470,1.0
10856,1.0
16172,0.0
2399,0.0
4065,1.0
4782,0.0
1859,0.0
3071,1.0
6580,1.0
16141,0.0
17479,1.0
3356,1.0
522,0.0
7860,0.0
4031,1.0
1568,1.0
3766,0.0
1400,1.0
11277,1.0
11617,0.0
9251,1.0
3264,0.0
9853,1.0
13336,1.0
16892,0.0
873,0.0
9632,0.0
610,1.0
15338,0.0
13301,0.0
4232,1.0
14966,0.0
307,0.0
10320,1.0
10391,0.0
14754,1.0
14131,1.0
11376,1.0
5182,1.0
601,1.0
13970,1.0
1925,0.0
10450,0.0
10817,1.0
16031,0.0
1347,0.0
6209,0.0
9545,0.0
12171,1.0
5162,1.0
403,0.0
9060,0.0
15464,0.0
10009,0.0
4302,0.0
11849,1.0
15367,1.0
5937,1.0
261,0.0
16344,1.0
10127,0.0
1096,1.0
1092,1.0
11445,1.0
6932,1.0
4650,0.0
1527,1.0
11975,1.0
7143,0.0
9027,0.0
14406,0.0
13257,1.0
9446,1.0
12731,0.0
15788,0.0
9092,1.0
533,0.0
2418,0.0
4042,1.0
4677,0.0
2922,1.0
16540,1.0
2250,0.0
5480,1.0
11586,0.0
14664,0.0
886,0.0
9459,0.0
1719,0.0
12901,1.0
2460,0.0
6794,1.0
8623,1.0
17195,0.0
3380,1.0
12739,0.0
3339,1.0
2986,0.0
2334,1.0
6061,1.0
14514,0.0
6622,1.0
12479,0.0
1076,1.0
7471,1.0
3692,0.0
5768,0.0
4396,1.0
6206,1.0
2904,0.0
1840,0.0
16986,1.0
2158,1.0
16258,0.0
14333,1.0
6759,1.0
3340,0.0
2309,1.0
10745,0.0
621,0.0
1657,0.0
2629,0.0
843,0.0
1827,0.0
13291,1.0
2000,0.0
9861,1.0
3882,1.0
15955,0.0
4216,1.0
16543,0.0
10132,1.0
7225,1.0
1724,0.0
5748,0.0
6105,1.0
15688,0.0
8816,1.0
2408,0.0
9847,1.0
3466,0.0
12625,0.0
4105,0.0
10659,0.0
2533,1.0
444,1.0
13733,0.0
973,0.0
377,0.0
13698,1.0
826,0.0
705,0.0
11992,0.0
17639,0.0
2656,0.0
9594,1.0
12701,1.0
15675,1.0
15300,0.0
3443,1.0
12526,0.0
6821,1.0
12219,1.0
17008,0.0
15473,0.0
2338,0.0
2816,1.0
4873,0.0
3067,1.0
13480,0.0
956,1.0
14028,0.0
3910,1.0
14277,0.0
2640,0.0
3021,0.0
704,0.0
5173,0.0
1935,0.0
13796,0.0
4695,1.0
1213,1.0
5527,0.0
12778,0.0
8033,0.0
2805,1.0
8274,0.0
15270,0.0
8655,1.0
4662,0.0
15694,0.0
14474,0.0
14098,0.0
17299,1.0
4130,1.0
1050,0.0
8669,0.0
3407,1.0
12845,1.0
172,0.0
13177,0.0
14993,1.0
12156,0.0
4618,1.0
2910,0.0
909,1.0
14660,0.0
799,1.0
2294,0.0
10786,1.0
7274,1.0
5652,0.0
758,1.0
11239,0.0
4122,1.0
14595,0.0
9395,0.0
8305,0.0
2420,1.0
7230,1.0
1702,1.0
5880,1.0
3798,0.0
14109,0.0
12646,1.0
979,0.0
14198,0.0
16903,0.0
1500,0.0
7731,1.0
7571,0.0
6195,0.0
351,1.0
16020,0.0
11838,0.0
4961,0.0
15579,0.0
3738,1.0
4365,1.0
2407,1.0
4091,1.0
15680,0.0
11287,1.0
12341,1.0
7700,0.0
443,1.0
3980,1.0
15868,0.0
12497,1.0
14572,0.0
16116,0.0
2417,0.0
16082,1.0
1615,0.0
9275,1.0
8978,0.0
2353,0.0
2367,0.0
10096,1.0
9349,1.0
3812,0.0
4787,0.0
3997,1.0
7075,1.0
16692,0.0
7541,1.0
3680,0.0
1594,0.0
17116,0.0
12389,0.0
14410,0.0
10945,1.0
2293,0.0
11215,1.0
17100,0.0
8410,0.0
1361,1.0
4971,1.0
5532,1.0
11559,1.0
11594,1.0
6102,1.0
6396,0.0
11829,1.0
5609,1.0
10479,1.0
8095,0.0
2282,1.0
4879,1.0
3805,0.0
8773,1.0
55,1.0
6487,1.0
12449,0.0
15017,0.0
7664,1.0
3923,0.0
10085,0.0
12074,1.0
14930,0.0
7547,0.0
3343,0.0
4046,0.0
8957,0.0
11344,1.0
13724,0.0
11335,1.0
8838,0.0
13316,0.0
15454,0.0
12369,0.0
2341,0.0
9383,0.0
2914,1.0
7005,1.0
16269,1.0
13193,0.0
442,1.0
9396,0.0
16849,0.0
7208,1.0
14362,0.0
137,1.0
2478,1.0
8676,0.0
3661,0.0
1011,1.0
3598,0.0
4559,0.0
15039,0.0
7905,0.0
948,1.0
1755,1.0
4359,1.0
10757,1.0
7040,0.0
17599,1.0
6022,1.0
1127,0.0
3940,0.0
7309,1.0
3972,1.0
6635,1.0
12113,1.0
14074,0.0
2083,1.0
1670,0.0
138,1.0
10193,1.0
8178,1.0
14089,0.0
1442,1.0
14181,1.0
14122,1.0
3899,1.0
6745,1.0
7920,0.0
6157,0.0
3313,1.0
480,1.0
1597,0.0
17214,0.0
2840,1.0
10040,1.0
11850,1.0
8475,0.0
10729,0.0
8841,1.0
13146,1.0
16208,1.0
1384,1.0
5716,1.0
1787,0.0
10086,1.0
4158,1.0
14238,0.0
16777,1.0
5719,0.0
9417,1.0
8042,1.0
13296,1.0
884,0.0
544,1.0
868,1.0
8800,0.0
13940,0.0
15348,1.0
4920,0.0
628,1.0
3044,0.0
582,1.0
3442,1.0
1978,0.0
1996,0.0
4458,0.0
11289,1.0
2161,1.0
7821,1.0
991,1.0
17285,0.0
2814,0.0
5435,1.0
2143,0.0
1814,1.0
12648,0.0
1262,0.0
511,1.0
1957,1.0
8350,0.0
11483,1.0
9245,1.0
8196,1.0
840,0.0
17503,0.0
1303,0.0
15242,1.0
4840,0.0
4890,1.0
1323,1.0
763,1.0
13406,0.0
354,0.0
4841,1.0
2317,1.0
10208,1.0
7077,1.0
1143,0.0
6190,1.0
857,1.0
11568,1.0
859,1.0
5462,1.0
14536,0.0
5157,1.0
1802,0.0
4757,0.0
11060,1.0
10874,0.0
12814,1.0
531,0.0
312,1.0
4194,1.0
9829,1.0
1920,1.0
125,0.0
2242,1.0
16140,0.0
13929,1.0
17040,1.0
1950,0.0
3348,0.0
12534,1.0
13346,0.0
4143,1.0
3714,1.0
10406,1.0
15778,0.0
4083,1.0
2557,0.0
6342,1.0
15256,0.0
14969,0.0
12364,1.0
3367,1.0
7895,1.0
1904,0.0
14717,0.0
12261,1.0
6680,1.0
4386,1.0
13704,1.0
1184,1.0
3061,1.0
3860,0.0
14788,0.0
13819,0.0
289,1.0
9295,1.0
9807,1.0
583,0.0
4688,0.0
3271,0.0
7036,0.0
10916,1.0
3880,0.0
11549,1.0
2181,0.0
12674,0.0
7624,1.0
2703,1.0
14059,1.0
14450,1.0
14082,0.0
15569,0.0
11637,0.0
10157,1.0
17423,0.0
17068,1.0
6202,1.0
15393,0.0
15943,1.0
7636,1.0
13620,1.0
3983,0.0
367,1.0
14778,0.0
16584,0.0
186,0.0
9057,1.0
714,1.0
2683,1.0
4063,1.0
17092,0.0
1416,0.0
3354,0.0
2072,1.0
1036,1.0
15346,0.0
12973,0.0
4132,1.0
6414,1.0
4328,0.0
8778,1.0
14640,0.0
9051,1.0
14289,0.0
331,0.0
2844,0.0
2077,0.0
9788,1.0
6631,1.0
7381,1.0
12317,1.0
12125,0.0
2953,1.0
14781,0.0
13768,1.0
6806,1.0
9115,1.0
10872,0.0
2206,1.0
1192,1.0
14186,0.0
4146,0.0
14498,0.0
2457,0.0
8825,0.0
6097,1.0
689,0.0
1287,1.0
7476,1.0
2553,1.0
6976,1.0
8653,1.0
13884,0.0
1666,1.0
17231,0.0
3838,1.0
2025,0.0
2583,0.0
803,1.0
3180,0.0
11753,1.0
8918,1.0
12313,0.0
14683,0.0
577,0.0
7965,1.0
1876,1.0
1812,0.0
14152,0.0
3528,1.0
9985,0.0
4296,1.0
603,1.0
12312,1.0
1090,1.0
16683,0.0
5041,1.0
17411,0.0
3276,0.0
1761,0.0
3293,1.0
11892,1.0
11901,1.0
17676,0.0
13577,1.0
382,1.0
11922,1.0
3345,1.0
44,0.0
3455,1.0
4970,0.0
3976,0.0
12250,1.0
15930,0.0
811,1.0
17241,0.0
17245,0.0
875,1.0
6878,1.0
12441,1.0
2732,1.0
1627,0.0
170,1.0
15419,0.0
2600,1.0
2281,0.0
9565,1.0
12202,1.0
980,1.0
73,0.0
3820,1.0
3847,0.0
1284,0.0
1934,0.0
1180,0.0
1019,1.0
2956,0.0
14534,0.0
3108,0.0
16451,0.0
2401,0.0
6946,1.0
4647,1.0
14771,0.0
17250,0.0
15394,0.0
3551,1.0
5426,1.0
950,0.0
49,0.0
13751,0.0
5675,0.0
1586,0.0
16797,1.0
10261,1.0
15225,1.0
5605,1.0
17056,1.0
17630,0.0
322,1.0
15689,0.0
779,1.0
8219,1.0
14375,0.0
647,1.0
3222,0.0
7255,1.0
13002,0.0
4360,0.0
1670,1.0
949,0.0
10536,0.0
13199,0.0
2566,0.0
16801,0.0
5229,1.0
3447,0.0
10816,0.0
1741,0.0
10101,0.0
4228,1.0
14242,0.0
4052,1.0
12555,0.0
3103,0.0
11363,1.0
10507,1.0
6394,1.0
5121,1.0
1297,0.0
10033,0.0
13463,0.0
5240,1.0
8291,1.0
9658,1.0
2505,0.0
2020,0.0
7392,1.0
8956,1.0
2852,1.0
111,1.0
10504,0.0
15919,1.0
14462,0.0
4078,1.0
17613,0.0
12874,0.0
6561,0.0
369,1.0
12931,0.0
17544,1.0
8439,1.0
5064,1.0
14661,0.0
10994,1.0
12012,1.0
96,1.0
10495,1.0
17173,1.0
2612,0.0
10100,0.0
8413,0.0
14239,1.0
13223,1.0
278,1.0
16647,1.0
5704,0.0
2187,1.0
6458,1.0
11266,1.0
12080,1.0
13352,0.0
6743,1.0
8853,0.0
3039,1.0
4792,0.0
15769,0.0
2345,0.0
8087,1.0
320,0.0
9434,0.0
202,1.0
1636,0.0
5914,1.0
5615,1.0
4324,0.0
5494,0.0
17172,1.0
4153,1.0
331,1.0
9980,1.0
9006,1.0
10172,1.0
3117,1.0
11460,1.0
3332,1.0
614,1.0
4230,1.0
7580,1.0
15482,0.0
4003,0.0
5807,1.0
6159,1.0
13343,0.0
17652,1.0
15805,0.0
15323,0.0
10304,0.0
3943,0.0
1390,1.0
15334,0.0
163,1.0
7497,0.0
2260,0.0
3465,0.0
143,1.0
6901,1.0
9927,1.0
7875,0.0
6126,0.0
13195,0.0
1279,0.0
3638,0.0
11131,1.0
17286,0.0
14539,0.0
10218,0.0
6058,1.0
16980,1.0
15079,0.0
7019,1.0
5689,0.0
10186,1.0
16320,1.0
52,1.0
8502,1.0
93,0.0
8220,0.0
9925,1.0
317,1.0
4330,1.0
406,1.0
4259,1.0
3342,1.0
7445,0.0
531,1.0
8556,1.0
12101,1.0
11210,0.0
15881,0.0
16876,1.0
5341,1.0
1152,1.0
737,0.0
7823,0.0
12507,1.0
9169,0.0
7973,0.0
3870,1.0
11017,0.0
11291,1.0
289,0.0
1415,1.0
1511,1.0
